1;65383183;0;1
1;67535309;1;2
2;65025026;0;1
2;68053454;1;2
2;64073139;1;3
3;69472373;0;1
3;62844636;1;2
4;60089516;0;1
4;60756034;1;2
4;62844636;2;3
7;65109314;0;1
7;66024386;0;2
7;64937733;1;3
7;60221302;1;4
7;64593428;1;5
7;65812914;1;6
7;62200673;1;7
8;61177182;0;1
8;63758510;0;2
8;69247608;1;3
8;69722065;1;4
8;69382100;1;5
8;66333404;1;6
8;67872002;1;7
9;64439241;0;1
9;62838569;0;2
9;63169145;1;3
9;69128963;1;4
10;61541821;0;1
10;63771461;0;2
10;60002504;1;3
10;62349845;1;4
10;61765417;1;5
10;64940633;1;6
11;66293778;0;1
11;69194575;0;2
11;69737836;1;3
11;62803066;1;4
11;69619243;1;5
11;65102309;1;6
12;67942333;0;1
12;60005856;1;2
13;68121033;0;1
13;67557907;1;2
14;64103828;0;1
14;63404013;0;2
14;61274368;1;3
14;60806188;1;4
14;61565950;1;5
14;67928853;1;6
14;69335481;1;7
14;67995040;1;8
14;61193553;1;9
14;63373386;1;10
14;66772497;1;11
14;62112248;1;12
14;69792010;1;13
14;65789433;1;14
14;66060546;1;15
14;61581456;1;16
14;69036504;1;17
14;69291960;1;18
14;61490953;1;19
14;64823562;1;20
14;62943125;1;21
14;68995940;1;22
14;65231460;1;23
14;67993388;1;24
14;65692233;1;25
14;63244391;1;26
14;62238446;1;27
15;64577534;0;1
15;68928009;1;2
16;68619201;0;1
16;69428971;1;2
17;62944693;0;1
17;66105571;1;2
17;62066822;1;3
17;61861910;1;4
17;67235518;1;5
17;60399956;1;6
17;63446101;1;7
17;63324243;1;8
17;65632624;1;9
17;68674735;1;10
17;64052764;1;11
17;68694175;1;12
17;67294573;1;13
18;69882714;0;1
18;63284005;1;2
19;61703401;0;1
19;61570367;1;2
21;60246750;0;1
21;63288046;1;2
21;66906619;1;3
21;65820028;1;4
21;68650944;1;5
21;60955940;1;6
21;62867108;1;7
21;64536295;1;8
21;65444540;1;9
21;69125020;1;10
21;60508697;1;11
21;63480915;1;12
21;64869766;1;13
21;64911877;1;14
22;62684103;0;1
22;63076709;1;2
22;63177843;1;3
23;63679194;0;1
23;61339905;0;2
23;63630635;1;3
23;68427304;1;4
23;63394334;1;5
23;65938724;1;6
23;67116396;1;7
23;66398576;1;8
23;60639091;1;9
23;66585953;1;10
23;62417552;1;11
23;68054595;1;12
25;62729121;0;1
25;62608575;1;2
25;66952196;1;3
25;69828759;1;4
26;60155329;0;1
26;61118159;1;2
26;67432348;1;3
26;64405125;1;4
26;66632634;1;5
26;60337036;1;6
26;65533971;1;7
26;63925817;1;8
26;61208902;1;9
26;65512799;1;10
26;64834085;1;11
26;67423559;1;12
27;61321095;0;1
27;61972227;1;2
28;61145672;0;1
28;68053582;0;2
28;60300408;1;3
28;65615023;1;4
28;67738754;1;5
28;62982893;1;6
28;61360123;1;7
28;62554490;1;8
28;67759759;1;9
28;66380934;1;10
28;60558682;1;11
29;61651634;0;1
29;61203061;0;2
29;61257269;1;3
29;61303791;1;4
29;69537045;1;5
29;61450026;1;6
29;63029111;1;7
29;61370480;1;8
29;68578473;1;9
29;69198513;1;10
29;63178870;1;11
29;68668013;1;12
29;63088070;1;13
29;63663368;1;14
29;69119195;1;15
29;62179122;1;16
29;64752147;1;17
29;66680020;1;18
29;65181566;1;19
29;62144356;1;20
29;63276510;1;21
30;60049322;0;1
30;64433473;1;2
31;68583940;0;1
31;69476418;1;2
31;66538626;1;3
31;69448283;1;4
31;69916198;1;5
31;61027318;1;6
31;61182628;1;7
31;61850725;1;8
31;65501475;1;9
31;64947414;1;10
31;67212074;1;11
31;68196071;1;12
31;67235735;1;13
31;61073372;1;14
31;62844369;1;15
31;69022401;1;16
31;63701267;1;17
32;67547090;0;1
32;62640174;1;2
32;64012517;1;3
32;67816854;1;4
32;65646848;1;5
32;60754492;1;6
32;66336261;1;7
32;69046402;1;8
32;61037255;1;9
32;62818762;1;10
32;64754205;1;11
32;68117871;1;12
32;67335269;1;13
32;63432557;1;14
32;64873679;1;15
32;66895877;1;16
32;68466937;1;17
32;68319595;1;18
33;61052830;0;1
33;69065160;1;2
33;69939574;1;3
33;64366672;1;4
33;63146246;1;5
33;69448283;2;6
33;66627936;1;7
33;67346461;1;8
33;67495373;1;9
33;63424425;1;10
33;68347388;1;11
33;69816582;1;12
33;69294611;1;13
33;60915020;1;14
33;66319493;1;15
33;61182628;2;16
33;65305327;1;17
33;63119726;1;18
33;64217415;1;19
33;66082820;1;20
34;69521265;0;1
34;65529574;0;2
34;67477432;1;3
35;66795019;0;1
35;69593058;1;2
35;60707699;1;3
35;69030106;1;4
35;63993490;1;5
35;63564797;1;6
35;62790462;1;7
36;62734606;0;1
36;67763864;1;2
36;66387722;1;3
36;61276643;1;4
38;61224073;0;1
38;60662019;1;2
39;60862443;0;1
39;61268422;1;2
40;69630186;0;1
40;67320915;1;2
40;69448600;1;3
40;69661235;1;4
42;61264178;0;1
42;61676413;1;2
42;69087107;1;3
42;61126992;1;4
42;63406085;1;5
42;64197133;1;6
42;64032562;1;7
42;64946508;1;8
43;64408662;0;1
43;69364999;1;2
43;60514006;1;3
43;61270633;1;4
43;67745624;1;5
43;65865831;1;6
43;64820751;1;7
43;60441622;1;8
43;60177044;1;9
43;62603432;1;10
43;60932824;1;11
43;62703614;1;12
43;69458740;1;13
49;68131878;0;1
49;60740076;1;2
49;62011103;1;3
49;62439495;1;4
49;67105745;1;5
50;67646277;0;1
50;63967289;1;2
50;65707219;1;3
50;61544116;1;4
50;64674403;1;5
50;63243713;1;6
51;68299979;0;1
51;62384561;1;2
52;60269037;0;1
52;61020245;1;2
52;69672096;1;3
53;67541600;0;1
53;67869725;1;2
53;64542704;1;3
53;68343016;1;4
53;60774228;1;5
53;62883639;1;6
53;67617681;1;7
53;62883607;1;8
53;62746359;1;9
53;63354432;1;10
53;64650740;1;11
53;69070613;1;12
54;69784540;0;1
54;67031711;1;2
55;69304938;0;1
55;68009803;1;2
55;63921217;1;3
55;69392443;1;4
55;61673890;1;5
55;69940007;1;6
55;62499439;1;7
55;63518554;1;8
56;65606743;0;1
56;60192594;1;2
56;61337509;1;3
56;63076303;1;4
56;66652793;1;5
56;69170784;1;6
56;67528574;1;7
56;61763619;1;8
56;69148236;1;9
56;66951557;1;10
57;67368301;0;1
57;61938189;1;2
57;62465928;1;3
57;65696662;1;4
57;64398047;1;5
57;64322708;1;6
57;61457558;1;7
57;63873854;1;8
57;68800618;1;9
57;69006984;1;10
57;64431166;1;11
58;68492540;0;1
58;66032486;1;2
58;64640867;1;3
58;61823226;1;4
58;64347259;1;5
58;60021127;1;6
58;62673263;1;7
58;62038157;1;8
58;60337762;1;9
58;60058378;1;10
58;65687478;1;11
59;69857248;0;1
59;68045361;1;2
60;69724251;0;1
60;69594548;1;2
60;66043358;1;3
60;67504185;1;4
60;65994267;1;5
60;67623353;1;6
60;65265313;1;7
60;67907535;1;8
60;62127360;1;9
61;63510504;0;1
61;65902500;1;2
61;66315349;1;3
61;68156358;1;4
61;66858302;1;5
62;61826304;0;1
62;65469223;1;2
62;66425888;1;3
63;66209709;0;1
63;66868061;1;2
63;61286317;1;3
65;62418729;0;1
65;61079012;1;2
65;69899197;1;3
65;64383376;1;4
65;69165431;1;5
67;66410968;0;1
67;65067139;1;2
68;67890616;0;1
68;60518378;1;2
68;60639052;1;3
68;60768652;1;4
68;60730064;1;5
68;67461225;1;6
68;60130742;1;7
68;67195461;1;8
69;66478595;0;1
69;60377340;1;2
69;65474658;1;3
69;63542797;1;4
69;62626477;1;5
69;66849292;1;6
70;67899960;0;1
70;63039408;1;2
70;68938811;1;3
70;69941714;1;4
70;69823317;1;5
70;64709847;1;6
70;68526925;1;7
70;60056815;1;8
70;66156605;1;9
70;68241207;1;10
70;66019460;1;11
70;62941028;1;12
70;62216389;1;13
70;60711441;1;14
70;63280081;1;15
71;60445204;0;1
72;62296848;0;1
72;65529777;0;2
72;64790984;1;3
72;64899898;1;4
74;61078266;0;1
74;65135519;1;2
74;63003440;1;3
74;67122698;1;4
74;66415335;1;5
74;67954061;1;6
75;62519799;0;1
75;67154354;1;2
75;68635180;1;3
75;61678318;1;4
75;60291941;1;5
75;68629188;1;6
75;69970484;1;7
75;66304687;1;8
75;63037738;1;9
75;62833611;1;10
76;64820630;0;1
76;62779793;1;2
76;68984381;1;3
76;65233835;1;4
76;61852676;1;5
76;65673980;1;6
76;62193524;1;7
76;63549158;1;8
76;68076314;1;9
77;67211976;0;1
77;68179830;0;2
77;68743715;1;3
77;66721022;1;4
77;69532710;1;5
77;66459997;1;6
77;62837759;1;7
77;64930518;2;8
78;65366472;0;1
78;61383702;1;2
78;64900101;1;3
78;64345945;1;4
78;65597002;1;5
78;64360281;1;6
78;65686159;1;7
78;67005951;1;8
78;62139195;1;9
78;64672313;1;10
78;63815000;1;11
78;67206630;1;12
78;60699494;1;13
78;60264830;1;14
79;66739636;0;1
79;67713249;1;2
79;66717134;1;3
79;65619445;1;4
79;65634625;1;5
79;67951179;1;6
79;69104909;1;7
79;62022861;1;8
79;69643237;1;9
79;62215045;1;10
79;69807042;1;11
79;69490275;1;12
79;64615248;1;13
79;61945162;1;14
80;66931921;0;1
80;63880820;1;2
80;66904792;1;3
80;63661520;1;4
80;65637614;1;5
80;64021217;1;6
80;69461099;1;7
80;67771398;1;8
80;65521830;1;9
80;64304820;1;10
80;64847741;1;11
80;69877717;1;12
80;60477038;1;13
81;64000931;0;1
81;62096139;1;2
81;68167148;1;3
81;60281598;1;4
81;67787559;1;5
81;63874155;1;6
81;62500717;1;7
81;67470053;1;8
81;67050875;1;9
81;62604153;1;10
81;65842957;1;11
81;63151492;1;12
82;60747455;0;1
82;64560951;0;2
82;67345231;1;3
82;61500529;1;4
82;68930145;1;5
82;65235359;1;6
82;60663142;1;7
82;63793479;1;8
82;61094975;1;9
82;66090991;2;10
82;64245311;1;11
82;60524826;1;12
82;62969789;2;13
82;67422400;1;14
82;61374863;1;15
83;68220145;0;1
83;60821681;1;2
83;65119632;1;3
83;67505593;1;4
83;66191976;1;5
83;69976462;1;6
83;67521074;1;7
83;60702983;1;8
83;67642040;1;9
83;63241242;1;10
83;61926087;1;11
83;60065198;1;12
83;62167084;1;13
85;65347828;0;1
85;62129870;1;2
86;66033225;0;1
86;61556531;0;2
86;67688899;1;3
86;62249777;1;4
87;62774910;0;1
87;62717425;0;2
87;68126062;1;3
88;66814925;0;1
88;68325609;1;2
88;62901254;1;3
89;63803877;0;1
89;69181930;1;2
89;61377350;1;3
89;69166273;1;4
89;68015158;1;5
90;63692245;0;1
90;64285537;1;2
90;60463871;1;3
90;63590703;1;4
90;68622585;1;5
91;68137653;0;1
91;67828454;1;2
91;63204984;1;3
91;62285346;1;4
91;60877057;1;5
92;65430658;0;1
92;65361009;1;2
92;63283572;1;3
92;62236089;1;4
92;64159780;1;5
93;62417794;0;1
93;68649319;1;2
93;66553119;1;3
93;68238848;1;4
94;60193372;0;1
94;68356259;0;2
94;61090375;1;3
94;64801263;1;4
94;61665915;1;5
94;69283419;1;6
94;68790106;1;7
94;68042657;1;8
94;62934083;1;9
94;66981696;1;10
95;64360267;0;1
95;61837197;0;2
95;68170799;1;3
95;67318234;1;4
95;68080825;1;5
95;68762516;1;6
95;60108870;1;7
95;66318480;1;8
95;61709621;1;9
95;61885402;1;10
96;64371242;0;1
96;65314422;1;2
96;62259814;1;3
96;60159128;1;4
96;64707020;1;5
96;63429842;1;6
96;68565554;1;7
96;66173533;2;8
96;62246560;1;9
96;67205012;1;10
96;60748062;1;11
97;68128273;0;1
97;63458160;1;2
97;62788988;1;3
97;64879575;1;4
97;64155419;1;5
97;65306863;1;6
97;62324703;1;7
97;60565730;1;8
97;66834290;1;9
97;65471270;1;10
97;60111813;1;11
98;68370390;0;1
98;67284159;0;2
98;62968406;1;3
98;68529686;1;4
98;61299147;1;5
98;61139452;1;6
98;60697664;1;7
99;68717439;0;1
99;66729161;0;2
99;68748491;1;3
99;62045486;1;4
99;69612188;1;5
99;65370047;1;6
99;69559554;1;7
99;61789051;1;8
99;64505061;1;9
99;62606357;1;10
100;62927128;0;1
100;60467236;0;2
100;65509148;1;3
100;61168571;1;4
100;67421017;1;5
100;60568559;1;6
100;69447459;1;7
101;62637445;0;1
101;68218639;0;2
101;60214350;1;3
101;63516425;1;4
101;69688360;1;5
101;62526313;1;6
101;64794025;1;7
101;68078991;1;8
101;60989800;1;9
101;63625079;1;10
102;67037301;0;1
102;60679335;0;2
102;63073499;1;3
102;62039768;1;4
102;65864291;1;5
102;63187944;1;6
102;69094525;1;7
102;66007700;1;8
102;64603769;1;9
102;68355730;1;10
102;66952723;1;11
102;66580760;1;12
102;68435621;1;13
102;67508618;1;14
102;68875268;2;15
102;63025508;1;16
102;61275694;1;17
102;61411685;1;18
102;67709496;2;19
102;63377299;1;20
102;65973262;2;21
102;65080738;1;22
102;60145580;1;23
103;64607301;0;1
103;65787496;0;2
103;60834807;1;3
103;60583269;1;4
103;68990181;1;5
103;65906484;1;6
103;67861116;1;7
103;62134458;1;8
103;66399710;1;9
103;61141019;1;10
103;68181322;1;11
103;61012191;1;12
103;67920600;1;13
103;69646557;1;14
103;67711814;1;15
103;60791672;1;16
103;69546642;1;17
103;66351224;1;18
103;65320254;1;19
104;63604761;0;1
104;67452913;1;2
104;62880454;1;3
104;67204056;1;4
104;67750518;1;5
104;60004277;1;6
104;62870531;1;7
105;69914400;0;1
105;69420661;1;2
105;63004535;1;3
105;67140059;1;4
105;62575470;1;5
105;64325330;1;6
105;66732022;1;7
105;67338660;1;8
105;63880877;1;9
106;62016239;0;1
106;60883708;1;2
106;67672514;1;3
106;68470444;1;4
106;64743949;1;5
106;67701695;1;6
106;62277520;1;7
106;64368641;1;8
106;69196658;1;9
106;65700160;1;10
106;68382930;1;11
107;65569444;0;1
107;61774284;1;2
107;67737307;1;3
107;60302512;1;4
107;69553238;1;5
107;65145933;1;6
107;66139659;1;7
107;62754046;1;8
107;60187501;1;9
107;69935871;1;10
107;63902626;1;11
107;62503389;1;12
107;69561982;1;13
108;66475325;0;1
108;62938313;1;2
108;66866758;1;3
108;61440256;1;4
108;66685697;1;5
108;62875749;1;6
109;61685323;0;1
109;66619779;1;2
109;62098492;1;3
109;69457211;1;4
109;66751033;1;5
109;61820358;1;6
109;69344548;1;7
109;63560628;1;8
109;64412162;1;9
109;65435445;1;10
109;61729741;1;11
109;66531838;1;12
110;65063233;0;1
110;64190434;1;2
110;66798645;1;3
110;66625604;1;4
110;61181985;1;5
110;64872666;1;6
110;65284281;1;7
111;66977744;0;1
111;64003525;1;2
111;68250551;1;3
111;64772993;1;4
111;69913825;1;5
111;69511634;1;6
111;66710638;1;7
111;66240875;1;8
111;60521470;1;9
112;62326387;0;1
112;66395110;1;2
112;62865908;1;3
112;66854713;1;4
112;69474118;1;5
112;69722161;1;6
112;68346119;1;7
113;65069229;0;1
113;68933636;0;2
113;62022480;1;3
113;67363642;1;4
113;68303445;1;5
113;67344332;1;6
113;62891447;1;7
113;60126377;1;8
113;64743867;1;9
113;68887509;1;10
113;60311803;1;11
113;64941728;1;12
113;66005293;1;13
115;61674031;0;1
115;66017541;1;2
115;62899611;1;3
115;64168039;1;4
115;69316449;1;5
116;68029478;0;1
116;63918395;1;2
116;62318935;1;3
116;62121489;1;4
116;65250375;1;5
117;62035912;0;1
117;64237574;1;2
117;69164379;1;3
117;60265569;1;4
117;67952249;1;5
119;64558256;0;1
119;62351344;1;2
119;69204699;1;3
119;69352541;1;4
119;65516032;1;5
119;60781361;1;6
119;66595328;1;7
119;64941404;1;8
119;66036285;1;9
120;69480950;0;1
120;67780949;1;2
120;61419568;1;3
120;68502753;1;4
120;68123988;1;5
120;65633530;1;6
121;69374160;0;1
121;68632558;1;2
121;62079905;1;3
121;60239802;1;4
121;67476946;1;5
121;68364341;1;6
122;61848286;0;1
122;66324519;1;2
122;63941294;1;3
122;61109509;1;4
123;61673424;0;1
123;64018267;1;2
123;63393104;1;3
123;62075038;1;4
123;66156975;1;5
123;62767549;1;6
124;63157698;0;1
124;61497143;1;2
124;68025857;1;3
124;66426680;1;4
125;63408595;0;1
125;62673690;1;2
125;62770926;1;3
125;60661312;1;4
125;64671670;1;5
125;61087799;1;6
125;61925206;1;7
127;65701038;0;1
127;65904501;1;2
127;68765170;1;3
127;67684580;1;4
128;68054823;0;1
128;64783616;1;2
128;69765390;1;3
128;64053460;1;4
129;61255738;0;1
129;67552319;1;2
129;67588728;1;3
129;60406938;1;4
129;63455260;1;5
129;62028953;1;6
129;62450997;1;7
129;63306786;1;8
130;64066269;0;1
130;63054659;1;2
130;67463475;1;3
130;67223601;1;4
130;62753154;1;5
130;62003590;1;6
131;69224470;0;1
131;67037066;1;2
131;61198689;1;3
131;63309558;1;4
131;67961807;1;5
131;60620486;1;6
131;61716904;1;7
131;64716418;1;8
131;64280159;1;9
133;66227027;0;1
133;66297890;0;2
133;62866910;1;3
133;65566430;1;4
133;64171583;1;5
134;62622863;0;1
134;69200035;1;2
135;66871876;0;1
135;61335351;1;2
135;62597050;1;3
135;69666976;1;4
135;61539350;1;5
135;67537107;1;6
135;69864424;1;7
135;64949002;1;8
135;62743861;1;9
136;60492702;0;1
136;66640556;1;2
136;66297189;1;3
136;65373285;1;4
136;65163486;1;5
136;62440298;1;6
136;67187799;1;7
136;68830198;1;8
137;62390849;0;1
137;64233693;1;2
137;64793934;1;3
137;61093421;1;4
137;60779182;1;5
137;62171435;1;6
137;61162248;1;7
137;65537934;1;8
138;64577819;0;1
138;67102813;1;2
138;63752728;1;3
138;62996512;1;4
140;66077168;0;1
140;68133466;1;2
140;60982364;1;3
140;67900882;1;4
140;60349519;1;5
140;67939611;1;6
140;68217804;1;7
140;63836158;2;8
141;61722191;1;1
141;67061569;2;2
141;65203952;1;3
141;65333974;1;4
142;61780814;0;1
142;64812498;1;2
142;62716177;1;3
143;60929447;0;1
143;69484272;1;2
143;61853529;1;3
144;67662114;0;1
144;62338254;1;2
145;61155773;0;1
145;61771313;1;2
145;60366319;1;3
145;62390685;1;4
145;64557364;1;5
145;66415919;1;6
145;68289554;1;7
145;64489810;1;8
145;65183581;1;9
145;65158724;1;10
145;65843571;1;11
145;66626147;1;12
145;68447342;1;13
145;61796957;1;14
146;67140810;0;1
146;67236577;1;2
146;66773446;1;3
146;60375058;1;4
146;69119124;1;5
146;69584714;1;6
146;66008492;1;7
146;67989653;1;8
146;68116292;1;9
146;64921693;1;10
146;63622528;1;11
146;64516894;1;12
146;61850771;1;13
146;60901056;1;14
146;61690110;1;15
146;63769738;1;16
146;69227783;1;17
146;68104607;1;18
147;62607530;0;1
147;69057548;1;2
147;65857681;1;3
147;60453197;1;4
147;66371369;1;5
147;68461242;1;6
147;65275948;1;7
147;63415757;1;8
147;62918531;1;9
147;67131754;1;10
147;60402701;1;11
147;69857586;1;12
147;65902977;1;13
147;66050826;1;14
147;68881399;1;15
147;61633586;1;16
147;60083310;1;17
147;68112792;1;18
148;67707794;0;1
148;69335086;1;2
148;61600020;1;3
148;64338986;1;4
148;68695334;1;5
148;66082724;1;6
148;66916798;1;7
148;61377140;1;8
148;69118175;1;9
148;64011803;1;10
148;61552390;1;11
148;64529639;1;12
148;67459306;1;13
148;66836715;1;14
148;60424338;1;15
148;66046272;1;16
148;67410088;1;17
148;64236198;1;18
148;69338431;1;19
148;61096912;1;20
148;65460861;1;21
148;64727464;1;22
148;65009214;1;23
148;60987646;1;24
148;62921011;1;25
148;65171903;1;26
149;65264040;0;1
149;64192741;1;2
150;64539416;0;1
150;61794842;1;2
150;60151544;1;3
150;64882258;1;4
150;69166540;1;5
150;66511789;1;6
150;67385172;1;7
150;65146864;1;8
150;69489433;1;9
150;67587238;1;10
150;62457618;1;11
150;62846562;1;12
150;68607010;1;13
150;64395599;1;14
150;64470824;1;15
150;66096040;1;16
150;68088430;1;17
150;64672103;1;18
150;66748343;1;19
150;61705224;1;20
150;66628041;1;21
150;65253528;1;22
150;67406937;1;23
150;67847091;1;24
156;69978246;0;1
156;65168960;0;2
156;69266996;1;3
156;69033903;1;4
156;68144249;1;5
156;67222296;1;6
156;61462480;1;7
156;66335031;1;8
156;67835655;1;9
156;62027883;1;10
156;63435592;1;11
156;64882703;1;12
156;67448861;1;13
156;69715252;1;14
156;63771664;1;15
156;68380281;1;16
157;66853013;0;1
157;69238826;0;2
157;64550843;1;3
157;69776892;1;4
157;60196176;1;5
157;61634827;1;6
157;63398425;1;7
157;60428977;1;8
157;61817344;1;9
157;68204269;1;10
157;66156950;1;11
157;62826481;1;12
157;61350061;1;13
157;69021160;1;14
157;62949384;1;15
157;69661228;1;16
157;63223995;1;17
158;63565244;0;1
158;63260043;0;2
158;65541548;1;3
158;60099738;1;4
158;69256767;1;5
158;66921126;1;6
158;60403714;1;7
158;61777273;1;8
158;62705095;1;9
158;64200095;1;10
158;64460520;1;11
158;63750773;1;12
158;61043151;1;13
158;68229297;1;14
158;60516765;1;15
158;60928772;1;16
159;66053338;0;1
159;64571766;0;2
159;60685523;1;3
159;64636573;1;4
159;64176281;1;5
159;65247087;1;6
159;62820980;1;7
159;64725100;1;8
159;69839638;1;9
159;60998361;1;10
159;63524692;1;11
159;65786907;1;12
159;61246828;1;13
159;66929913;1;14
159;60556852;1;15
159;61198803;1;16
163;63424838;0;1
163;62163958;1;2
163;65783067;1;3
164;69634836;0;1
164;65694469;1;2
164;61477564;1;3
164;66147392;1;4
164;62818698;1;5
164;67186747;1;6
164;65399255;1;7
164;67104586;1;8
164;69456344;1;9
164;68209152;1;10
164;66169467;1;11
164;66892945;1;12
164;60112192;1;13
164;63992335;1;14
165;67642478;0;1
165;68297693;1;2
165;67783870;1;3
165;69166063;1;4
165;69433210;1;5
165;62655190;1;6
165;62863266;1;7
165;64731103;1;8
165;61664368;1;9
165;66494311;1;10
168;61926913;0;1
168;62375231;1;2
169;67480229;0;1
169;69386636;1;2
169;67617382;1;3
170;64484293;0;1
170;61760765;1;2
170;66752651;1;3
171;63575007;0;1
171;62481188;1;2
171;65128250;1;3
172;63871440;0;1
172;62069124;1;2
172;67793327;1;3
172;69778256;1;4
173;60945348;0;1
173;61535074;1;2
174;67126561;0;1
174;69211366;1;2
174;68300285;1;3
174;62791557;1;4
175;61476925;0;1
175;62676989;1;2
175;62445555;1;3
175;68437953;1;4
175;61454487;1;5
175;64018712;1;6
175;60617052;1;7
175;65440620;1;8
175;66151241;1;9
175;67616985;1;10
175;66803875;1;11
175;67011139;1;12
175;67389167;1;13
175;66127233;1;14
175;67828333;1;15
176;67162059;0;1
176;60235330;1;2
176;68805939;1;3
177;68732658;0;1
177;62113300;1;2
177;61901618;1;3
177;66732143;1;4
177;63841034;1;5
177;66271835;1;6
177;63009087;1;7
177;61493159;1;8
177;69448326;1;9
177;68329714;1;10
177;61164690;1;11
179;68744315;0;1
179;63608592;1;2
180;64121235;0;1
180;67891013;1;2
181;62936337;1;1
184;65802133;0;1
184;61572941;1;2
185;62458677;0;1
185;60424555;0;2
185;63659793;1;3
186;69325697;0;1
186;65393957;0;2
186;65250560;1;3
186;61042206;1;4
186;65165035;1;5
186;69834801;1;6
186;64026666;1;7
186;60526880;1;8
186;68402767;1;9
186;63086945;1;10
187;66484819;0;1
187;62461303;1;2
187;68270924;1;3
187;60151697;1;4
187;63286593;1;5
187;62038794;1;6
187;65376801;1;7
187;65080478;1;8
187;62485553;1;9
187;65021031;1;10
187;61932026;1;11
187;61768203;1;12
188;69206903;0;1
188;61695417;1;2
188;66662862;1;3
188;69093245;1;4
188;61456011;1;5
188;66182315;1;6
188;60010885;1;7
188;63652083;1;8
188;61161203;1;9
188;66754951;1;10
188;65152899;1;11
189;65636245;0;1
189;63431715;1;2
189;62751915;2;3
189;61230539;1;4
189;61695417;2;5
189;66063916;1;6
189;67706265;1;7
189;61378274;1;8
189;67984909;1;9
189;62061889;2;10
189;62450285;1;11
189;64988770;1;12
189;60010885;2;13
189;62445726;1;14
189;65101513;1;15
189;68637637;1;16
189;61479138;1;17
190;66823988;0;1
190;68747076;1;2
190;69687290;1;3
191;69005170;0;1
191;69894392;1;2
191;62866052;1;3
191;65616470;1;4
191;68557867;1;5
191;64754454;1;6
191;67291972;1;7
191;61574294;1;8
191;69563150;1;9
192;66179664;0;1
192;61502487;1;2
192;61472713;1;3
192;65763036;1;4
192;67230581;1;5
192;68142878;1;6
192;64161144;1;7
192;61912415;1;8
194;63206323;0;1
194;66332081;1;2
194;61026006;1;3
194;66902357;1;4
195;64080646;0;1
195;68528029;1;2
195;69903578;1;3
